year,month,day,trait,descriptor
1982,3,16,organized,warrior
1982,3,17,friendly,pioneer
1982,3,18,friendly,pioneer
1982,3,19,organized,pioneer
1982,3,20,resilient,commander
1982,3,21,outgoing,commander
1982,3,22,resilient,delegate
1982,3,23,charismatic,king
1982,3,24,empathetic,commander
1982,3,25,analytical,commander
1982,3,26,intelligent,warrior
1982,3,27,intelligent,scholar
1982,3,28,analytical,monk
1982,3,29,charismatic,pioneer
1982,3,30,friendly,king
1982,3,31,intelligent,monk
1982,4,1,friendly,king
1982,4,2,intelligent,pioneer
1982,4,3,empathetic,king
1982,4,4,analytical,delegate
1982,4,5,empathetic,philosopher
1982,4,6,adventurous,scholar
1982,4,7,friendly,explorer
1982,4,8,resilient,monk
1982,4,9,organized,pioneer
1982,4,10,empathetic,artist
1982,4,11,intelligent,delegate
1982,4,12,empathetic,delegate
1982,4,13,resilient,warrior
1982,4,14,creative,warrior
1982,4,15,creative,delegate
1982,4,16,intelligent,king
1982,4,17,resilient,philosopher
1982,4,18,organized,scholar
1982,4,19,intelligent,artist
1982,4,20,organized,pioneer
1982,4,21,empathetic,pioneer
1982,4,22,creative,delegate
1982,4,23,resilient,artist
1982,4,24,organized,delegate
1982,4,25,analytical,warrior
1982,4,26,analytical,philosopher
1982,4,27,adventurous,philosopher
1982,4,28,friendly,warrior
1982,4,29,outgoing,philosopher
1982,4,30,charismatic,artist
1982,5,1,intelligent,monk
1982,5,2,organized,artist
1982,5,3,creative,delegate
1982,5,4,charismatic,pioneer
1982,5,5,outgoing,pioneer
1982,5,6,friendly,philosopher
1982,5,7,outgoing,delegate
1982,5,8,intelligent,artist
1982,5,9,friendly,delegate
1982,5,10,intelligent,scholar
1982,5,11,empathetic,warrior
1982,5,12,resilient,monk
1982,5,13,organized,philosopher
1982,5,14,charismatic,pioneer
1982,5,15,adventurous,scholar
1982,5,16,analytical,delegate
1982,5,17,creative,warrior
1982,5,18,organized,king
1982,5,19,outgoing,commander
1982,5,20,intelligent,warrior
1982,5,21,analytical,commander
1982,5,22,resilient,warrior
1982,5,23,resilient,scholar
1982,5,24,resilient,king
1982,5,25,empathetic,warrior
1982,5,26,outgoing,pioneer
1982,5,27,charismatic,delegate
1982,5,28,resilient,explorer
1982,5,29,creative,philosopher
1982,5,30,adventurous,philosopher
1982,5,31,empathetic,delegate
1982,6,1,empathetic,warrior
1982,6,2,friendly,commander
1982,6,3,empathetic,philosopher
1982,6,4,adventurous,warrior
1982,6,5,friendly,scholar
1982,6,6,analytical,philosopher
1982,6,7,outgoing,philosopher
1982,6,8,empathetic,delegate
1982,6,9,outgoing,pioneer
1982,6,10,analytical,delegate
1982,6,11,charismatic,explorer
1982,6,12,adventurous,commander
1982,6,13,creative,philosopher
1982,6,14,outgoing,delegate
1982,6,15,creative,king
1982,6,16,adventurous,scholar
1982,6,17,friendly,philosopher
1982,6,18,analytical,warrior
1982,6,19,analytical,artist
1982,6,20,creative,philosopher
1982,6,21,friendly,king
1982,6,22,friendly,warrior
1982,6,23,outgoing,philosopher
1982,6,24,analytical,warrior
1982,6,25,friendly,artist
1982,6,26,resilient,commander
1982,6,27,empathetic,commander
1982,6,28,charismatic,king
1982,6,29,adventurous,monk
1982,6,30,adventurous,warrior
1982,7,1,resilient,warrior
1982,7,2,resilient,pioneer
1982,7,3,empathetic,commander
1982,7,4,outgoing,warrior
1982,7,5,adventurous,scholar
1982,7,6,intelligent,delegate
1982,7,7,intelligent,pioneer
1982,7,8,organized,philosopher
1982,7,9,friendly,explorer
1982,7,10,empathetic,warrior
1982,7,11,charismatic,commander
1982,7,12,resilient,king
1982,7,13,creative,warrior
1982,7,14,intelligent,pioneer
1982,7,15,intelligent,king
1982,7,16,friendly,commander
1982,7,17,outgoing,philosopher
1982,7,18,analytical,pioneer
1982,7,19,creative,philosopher
1982,7,20,adventurous,pioneer
1982,7,21,outgoing,philosopher
1982,7,22,intelligent,philosopher
1982,7,23,empathetic,scholar
1982,7,24,friendly,delegate
1982,7,25,organized,monk
1982,7,26,charismatic,king
1982,7,27,empathetic,pioneer
1982,7,28,adventurous,warrior
1982,7,29,outgoing,king
1982,7,30,adventurous,commander
1982,7,31,analytical,explorer
1982,8,1,intelligent,artist
1982,8,2,charismatic,explorer
1982,8,3,outgoing,philosopher
1982,8,4,friendly,king
1982,8,5,adventurous,pioneer
1982,8,6,empathetic,philosopher
1982,8,7,friendly,explorer
1982,8,8,outgoing,pioneer
1982,8,9,resilient,artist
1982,8,10,analytical,scholar
1982,8,11,resilient,explorer
1982,8,12,organized,commander
1982,8,13,adventurous,commander
1982,8,14,friendly,philosopher
1982,8,15,organized,pioneer
1982,8,16,empathetic,scholar
1982,8,17,organized,warrior
1982,8,18,organized,delegate
1982,8,19,creative,warrior
1982,8,20,intelligent,monk
1982,8,21,friendly,philosopher
1982,8,22,intelligent,artist
1982,8,23,friendly,artist
1982,8,24,intelligent,artist
1982,8,25,charismatic,monk
1982,8,26,resilient,king
1982,8,27,intelligent,delegate
1982,8,28,intelligent,monk
1982,8,29,intelligent,artist
1982,8,30,adventurous,artist
1982,8,31,intelligent,warrior
1982,9,1,intelligent,scholar
1982,9,2,adventurous,commander
1982,9,3,charismatic,commander
1982,9,4,organized,monk
1982,9,5,analytical,philosopher
1982,9,6,analytical,scholar
1982,9,7,creative,king
1982,9,8,creative,delegate
1982,9,9,empathetic,scholar
1982,9,10,resilient,philosopher
1982,9,11,outgoing,explorer
1982,9,12,friendly,delegate
1982,9,13,creative,commander
1982,9,14,intelligent,scholar
1982,9,15,friendly,philosopher
1982,9,16,friendly,delegate
1982,9,17,outgoing,philosopher
1982,9,18,creative,philosopher
1982,9,19,resilient,philosopher
1982,9,20,empathetic,pioneer
1982,9,21,intelligent,commander
1982,9,22,friendly,warrior
1982,9,23,friendly,pioneer
1982,9,24,intelligent,artist
1982,9,25,analytical,warrior
1982,9,26,analytical,scholar
1982,9,27,friendly,artist
1982,9,28,intelligent,warrior
1982,9,29,resilient,delegate
1982,9,30,analytical,delegate
1982,10,1,organized,explorer
1982,10,2,friendly,scholar
1982,10,3,charismatic,king
1982,10,4,creative,commander
1982,10,5,resilient,pioneer
1982,10,6,creative,explorer
1982,10,7,intelligent,artist
1982,10,8,resilient,artist
1982,10,9,empathetic,pioneer
1982,10,10,organized,king
1982,10,11,charismatic,king
1982,10,12,creative,explorer
1982,10,13,friendly,delegate
1982,10,14,friendly,pioneer
1982,10,15,charismatic,pioneer
1982,10,16,creative,king
1982,10,17,resilient,warrior
1982,10,18,friendly,artist
1982,10,19,creative,scholar
1982,10,20,organized,warrior
1982,10,21,adventurous,delegate
1982,10,22,resilient,artist
1982,10,23,empathetic,commander
1982,10,24,analytical,philosopher
1982,10,25,friendly,artist
1982,10,26,charismatic,artist
1982,10,27,outgoing,delegate
1982,10,28,empathetic,explorer
1982,10,29,empathetic,pioneer
1982,10,30,outgoing,artist
1982,10,31,empathetic,scholar
1982,11,1,resilient,commander
1982,11,2,analytical,commander
1982,11,3,resilient,explorer
1982,11,4,resilient,commander
1982,11,5,charismatic,artist
1982,11,6,organized,commander
1982,11,7,intelligent,commander
1982,11,8,empathetic,king
1982,11,9,organized,king
1982,11,10,charismatic,scholar
1982,11,11,analytical,warrior
1982,11,12,empathetic,warrior
1982,11,13,outgoing,scholar
1982,11,14,resilient,delegate
1982,11,15,resilient,explorer
1982,11,16,outgoing,artist
1982,11,17,outgoing,delegate
1982,11,18,outgoing,commander
1982,11,19,creative,monk
1982,11,20,analytical,pioneer
1982,11,21,adventurous,philosopher
1982,11,22,outgoing,monk
1982,11,23,friendly,king
1982,11,24,friendly,scholar
1982,11,25,creative,monk
1982,11,26,organized,king
1982,11,27,resilient,scholar
1982,11,28,charismatic,warrior
1982,11,29,outgoing,delegate
1982,11,30,friendly,delegate
1982,12,1,charismatic,philosopher
1982,12,2,friendly,pioneer
1982,12,3,adventurous,pioneer
1982,12,4,creative,commander
1982,12,5,empathetic,pioneer
1982,12,6,creative,warrior
1982,12,7,empathetic,artist
1982,12,8,analytical,warrior
1982,12,9,resilient,philosopher
1982,12,10,adventurous,scholar
1982,12,11,intelligent,king
1982,12,12,resilient,commander
1982,12,13,creative,warrior
1982,12,14,analytical,delegate
1982,12,15,outgoing,king
1982,12,16,resilient,delegate
1982,12,17,resilient,explorer
1982,12,18,organized,explorer
1982,12,19,empathetic,delegate
1982,12,20,friendly,philosopher
1982,12,21,resilient,delegate
1982,12,22,charismatic,commander
1982,12,23,charismatic,king
1982,12,24,analytical,scholar
1982,12,25,charismatic,philosopher
1982,12,26,intelligent,delegate
1982,12,27,adventurous,pioneer
1982,12,28,adventurous,delegate
1982,12,29,charismatic,philosopher
1982,12,30,creative,artist
1982,12,31,analytical,delegate
1983,1,1,outgoing,explorer
1983,1,2,analytical,king
1983,1,3,charismatic,artist
1983,1,4,adventurous,warrior
1983,1,5,charismatic,delegate
1983,1,6,empathetic,artist
1983,1,7,resilient,delegate
1983,1,8,friendly,monk
1983,1,9,analytical,warrior
1983,1,10,analytical,king
1983,1,11,adventurous,warrior
1983,1,12,intelligent,pioneer
1983,1,13,analytical,commander
1983,1,14,empathetic,scholar
1983,1,15,friendly,monk
1983,1,16,creative,king
1983,1,17,creative,philosopher
1983,1,18,resilient,explorer
1983,1,19,charismatic,king
1983,1,20,friendly,warrior
1983,1,21,charismatic,delegate
1983,1,22,friendly,pioneer
1983,1,23,analytical,pioneer
1983,1,24,creative,philosopher
1983,1,25,resilient,philosopher
1983,1,26,outgoing,king
1983,1,27,empathetic,scholar
1983,1,28,outgoing,explorer
1983,1,29,resilient,warrior
1983,1,30,empathetic,king
1983,1,31,creative,explorer
1983,2,1,organized,pioneer
1983,2,2,creative,explorer
1983,2,3,outgoing,monk
1983,2,4,intelligent,artist
1983,2,5,empathetic,commander
1983,2,6,analytical,scholar
1983,2,7,adventurous,monk
1983,2,8,organized,monk
1983,2,9,empathetic,delegate
1983,2,10,resilient,warrior
1983,2,11,outgoing,scholar
1983,2,12,organized,philosopher
1983,2,13,empathetic,warrior
1983,2,14,intelligent,philosopher
1983,2,15,intelligent,explorer
1983,2,16,resilient,artist
1983,2,17,intelligent,warrior
1983,2,18,analytical,warrior
1983,2,19,empathetic,pioneer
1983,2,20,charismatic,monk
1983,2,21,outgoing,philosopher
1983,2,22,analytical,artist
1983,2,23,friendly,commander
1983,2,24,outgoing,commander
1983,2,25,intelligent,monk
1983,2,26,empathetic,commander
1983,2,27,resilient,king
1983,2,28,intelligent,pioneer
1983,3,1,outgoing,commander
1983,3,2,analytical,monk
1983,3,3,charismatic,explorer
1983,3,4,outgoing,delegate
1983,3,5,intelligent,artist
1983,3,6,analytical,scholar
1983,3,7,charismatic,delegate
1983,3,8,friendly,philosopher
1983,3,9,charismatic,artist
1983,3,10,adventurous,scholar
1983,3,11,resilient,king
1983,3,12,organized,scholar
1983,3,13,charismatic,delegate
1983,3,14,adventurous,warrior
1983,3,15,organized,scholar
1983,3,16,creative,philosopher
1983,3,17,intelligent,philosopher
1983,3,18,adventurous,explorer
1983,3,19,charismatic,warrior
1983,3,20,creative,pioneer
1983,3,21,intelligent,king
1983,3,22,empathetic,warrior
1983,3,23,intelligent,monk
1983,3,24,creative,warrior
1983,3,25,friendly,philosopher
1983,3,26,charismatic,artist
1983,3,27,friendly,artist
1983,3,28,outgoing,monk
1983,3,29,creative,explorer
1983,3,30,resilient,scholar
1983,3,31,resilient,commander
1983,4,1,creative,monk
1983,4,2,outgoing,king
1983,4,3,analytical,explorer
1983,4,4,adventurous,philosopher
1983,4,5,resilient,delegate
1983,4,6,creative,monk
1983,4,7,analytical,commander
1983,4,8,charismatic,commander
1983,4,9,charismatic,scholar
1983,4,10,analytical,monk
1983,4,11,creative,commander
1983,4,12,empathetic,warrior
1983,4,13,outgoing,commander
1983,4,14,adventurous,commander
1983,4,15,friendly,explorer
1983,4,16,creative,delegate
1983,4,17,charismatic,monk
1983,4,18,adventurous,artist
1983,4,19,empathetic,monk
1983,4,20,resilient,philosopher
1983,4,21,outgoing,delegate
1983,4,22,analytical,king
1983,4,23,creative,commander
1983,4,24,adventurous,warrior
1983,4,25,adventurous,monk
1983,4,26,resilient,philosopher
1983,4,27,charismatic,explorer
1983,4,28,creative,delegate
1983,4,29,outgoing,monk
1983,4,30,creative,warrior
1983,5,1,resilient,warrior
1983,5,2,empathetic,warrior
1983,5,3,charismatic,pioneer
1983,5,4,outgoing,delegate
1983,5,5,adventurous,delegate
1983,5,6,creative,king
1983,5,7,friendly,king
1983,5,8,creative,explorer
1983,5,9,creative,artist
1983,5,10,analytical,scholar
1983,5,11,analytical,monk
1983,5,12,charismatic,monk
1983,5,13,intelligent,pioneer
1983,5,14,charismatic,delegate
1983,5,15,resilient,explorer
1983,5,16,organized,scholar
1983,5,17,creative,pioneer
1983,5,18,empathetic,artist
1983,5,19,outgoing,delegate
1983,5,20,outgoing,commander
1983,5,21,organized,philosopher
1983,5,22,organized,scholar
1983,5,23,creative,delegate
1983,5,24,empathetic,commander
1983,5,25,outgoing,pioneer
1983,5,26,resilient,artist
1983,5,27,empathetic,artist
1983,5,28,organized,delegate
1983,5,29,organized,warrior
1983,5,30,organized,delegate
1983,5,31,resilient,artist
1983,6,1,analytical,philosopher
1983,6,2,creative,monk
1983,6,3,resilient,warrior
1983,6,4,intelligent,monk
1983,6,5,creative,philosopher
1983,6,6,intelligent,scholar
1983,6,7,resilient,artist
1983,6,8,charismatic,explorer
1983,6,9,empathetic,scholar
1983,6,10,adventurous,pioneer
1983,6,11,intelligent,artist
1983,6,12,resilient,delegate
1983,6,13,friendly,delegate
1983,6,14,resilient,commander
1983,6,15,intelligent,pioneer
1983,6,16,charismatic,explorer
1983,6,17,organized,pioneer
1983,6,18,creative,commander
1983,6,19,outgoing,delegate
1983,6,20,adventurous,explorer
1983,6,21,resilient,scholar
1983,6,22,organized,monk
1983,6,23,outgoing,explorer
1983,6,24,organized,philosopher
1983,6,25,organized,philosopher
1983,6,26,friendly,pioneer
1983,6,27,adventurous,pioneer
1983,6,28,empathetic,pioneer
1983,6,29,resilient,king
1983,6,30,organized,pioneer
1983,7,1,resilient,king
1983,7,2,friendly,delegate
1983,7,3,intelligent,delegate
1983,7,4,friendly,delegate
1983,7,5,charismatic,king
1983,7,6,empathetic,philosopher
1983,7,7,resilient,scholar
1983,7,8,organized,warrior
1983,7,9,outgoing,pioneer
1983,7,10,adventurous,pioneer
1983,7,11,organized,philosopher
1983,7,12,outgoing,warrior
1983,7,13,intelligent,delegate
1983,7,14,creative,pioneer
1983,7,15,charismatic,scholar
1983,7,16,resilient,delegate
1983,7,17,intelligent,delegate
1983,7,18,adventurous,explorer
1983,7,19,creative,warrior
1983,7,20,empathetic,philosopher
1983,7,21,friendly,commander
1983,7,22,resilient,scholar
1983,7,23,charismatic,philosopher
1983,7,24,intelligent,philosopher
1983,7,25,outgoing,pioneer
1983,7,26,outgoing,explorer
1983,7,27,charismatic,pioneer
1983,7,28,charismatic,philosopher
1983,7,29,creative,pioneer
1983,7,30,resilient,pioneer
1983,7,31,adventurous,warrior
1983,8,1,creative,monk
1983,8,2,adventurous,explorer
1983,8,3,adventurous,explorer
1983,8,4,adventurous,king
1983,8,5,charismatic,delegate
1983,8,6,creative,warrior
1983,8,7,empathetic,monk
1983,8,8,intelligent,king
1983,8,9,charismatic,king
1983,8,10,charismatic,monk
1983,8,11,resilient,warrior
1983,8,12,organized,delegate
1983,8,13,organized,pioneer
1983,8,14,intelligent,explorer
1983,8,15,charismatic,king
1983,8,16,resilient,scholar
1983,8,17,empathetic,warrior
1983,8,18,creative,delegate
1983,8,19,analytical,king
1983,8,20,friendly,king
1983,8,21,adventurous,explorer
1983,8,22,resilient,scholar
1983,8,23,empathetic,scholar
1983,8,24,adventurous,scholar
1983,8,25,creative,philosopher
1983,8,26,outgoing,philosopher
1983,8,27,resilient,commander
1983,8,28,creative,commander
1983,8,29,intelligent,commander
1983,8,30,outgoing,scholar
1983,8,31,adventurous,pioneer
1983,9,1,outgoing,commander
1983,9,2,creative,king
1983,9,3,resilient,explorer
1983,9,4,organized,artist
1983,9,5,adventurous,artist
1983,9,6,organized,king
1983,9,7,creative,scholar
1983,9,8,empathetic,pioneer
1983,9,9,resilient,explorer
1983,9,10,charismatic,artist
1983,9,11,resilient,philosopher
1983,9,12,intelligent,commander
1983,9,13,analytical,artist
1983,9,14,organized,delegate
1983,9,15,analytical,commander
1983,9,16,organized,pioneer
1983,9,17,organized,explorer
1983,9,18,charismatic,artist
1983,9,19,charismatic,commander
1983,9,20,charismatic,king
1983,9,21,resilient,pioneer
1983,9,22,creative,scholar
1983,9,23,empathetic,pioneer
1983,9,24,adventurous,artist
1983,9,25,intelligent,explorer
1983,9,26,resilient,warrior
1983,9,27,adventurous,philosopher
1983,9,28,analytical,pioneer
1983,9,29,outgoing,king
1983,9,30,analytical,warrior
1983,10,1,outgoing,warrior
1983,10,2,resilient,scholar
1983,10,3,creative,pioneer
1983,10,4,charismatic,pioneer
1983,10,5,charismatic,philosopher
1983,10,6,organized,explorer
1983,10,7,empathetic,artist
1983,10,8,intelligent,warrior
1983,10,9,adventurous,king
1983,10,10,resilient,scholar
1983,10,11,adventurous,artist
1983,10,12,charismatic,artist
1983,10,13,resilient,commander
1983,10,14,empathetic,scholar
1983,10,15,analytical,philosopher
1983,10,16,resilient,pioneer
1983,10,17,resilient,king
1983,10,18,empathetic,philosopher
1983,10,19,adventurous,monk
1983,10,20,analytical,artist
1983,10,21,friendly,explorer
1983,10,22,adventurous,scholar
1983,10,23,friendly,explorer
1983,10,24,analytical,scholar
1983,10,25,charismatic,commander
1983,10,26,empathetic,commander
1983,10,27,adventurous,delegate
1983,10,28,creative,scholar
1983,10,29,outgoing,artist
1983,10,30,charismatic,artist
1983,10,31,outgoing,king
1983,11,1,analytical,monk
1983,11,2,charismatic,philosopher
1983,11,3,analytical,philosopher
1983,11,4,resilient,explorer
1983,11,5,organized,artist
1983,11,6,empathetic,explorer
1983,11,7,empathetic,artist
1983,11,8,intelligent,monk
1983,11,9,organized,artist
1983,11,10,intelligent,philosopher
1983,11,11,empathetic,warrior
1983,11,12,creative,artist
1983,11,13,intelligent,delegate
1983,11,14,adventurous,monk
1983,11,15,resilient,scholar
1983,11,16,organized,pioneer
1983,11,17,outgoing,commander
1983,11,18,adventurous,philosopher
1983,11,19,organized,pioneer
1983,11,20,charismatic,explorer
1983,11,21,intelligent,commander
1983,11,22,organized,monk
1983,11,23,outgoing,pioneer
1983,11,24,creative,scholar
1983,11,25,outgoing,monk
1983,11,26,analytical,explorer
1983,11,27,analytical,pioneer
1983,11,28,resilient,warrior
1983,11,29,friendly,warrior
1983,11,30,outgoing,commander
1983,12,1,empathetic,king
1983,12,2,empathetic,pioneer
1983,12,3,organized,pioneer
1983,12,4,outgoing,philosopher
1983,12,5,resilient,king
1983,12,6,friendly,scholar
1983,12,7,analytical,king
1983,12,8,charismatic,commander
1983,12,9,analytical,monk
1983,12,10,friendly,commander
1983,12,11,empathetic,pioneer
1983,12,12,adventurous,monk
1983,12,13,creative,delegate
1983,12,14,intelligent,delegate
1983,12,15,adventurous,warrior
1983,12,16,creative,artist
1983,12,17,adventurous,explorer
1983,12,18,outgoing,king
1983,12,19,organized,commander
1983,12,20,adventurous,warrior
1983,12,21,empathetic,philosopher
1983,12,22,friendly,monk
1983,12,23,creative,king
1983,12,24,charismatic,scholar
1983,12,25,creative,commander
1983,12,26,organized,warrior
1983,12,27,adventurous,explorer
1983,12,28,outgoing,pioneer
1983,12,29,adventurous,scholar
1983,12,30,adventurous,delegate
1983,12,31,intelligent,artist
1984,1,1,friendly,philosopher
1984,1,2,resilient,monk
1984,1,3,organized,explorer
1984,1,4,adventurous,scholar
1984,1,5,friendly,monk
1984,1,6,adventurous,king
1984,1,7,empathetic,commander
1984,1,8,charismatic,philosopher
1984,1,9,resilient,explorer
1984,1,10,creative,pioneer
1984,1,11,friendly,monk
1984,1,12,outgoing,commander
1984,1,13,analytical,pioneer
1984,1,14,friendly,pioneer
1984,1,15,charismatic,explorer
1984,1,16,outgoing,scholar
1984,1,17,empathetic,scholar
1984,1,18,organized,scholar
1984,1,19,adventurous,scholar
1984,1,20,intelligent,monk
1984,1,21,empathetic,explorer
1984,1,22,outgoing,king
1984,1,23,creative,philosopher
1984,1,24,creative,artist
1984,1,25,organized,explorer
1984,1,26,organized,scholar
1984,1,27,friendly,pioneer
1984,1,28,analytical,scholar
1984,1,29,organized,scholar
1984,1,30,resilient,explorer
1984,1,31,resilient,philosopher
1984,2,1,analytical,commander
1984,2,2,friendly,monk
1984,2,3,friendly,explorer
1984,2,4,resilient,artist
1984,2,5,resilient,explorer
1984,2,6,organized,commander
1984,2,7,analytical,monk
1984,2,8,creative,warrior
1984,2,9,analytical,pioneer
1984,2,10,analytical,delegate
1984,2,11,friendly,warrior
1984,2,12,analytical,king
1984,2,13,organized,king
1984,2,14,resilient,scholar
1984,2,15,analytical,king
1984,2,16,analytical,delegate
1984,2,17,adventurous,scholar
1984,2,18,organized,scholar
1984,2,19,outgoing,pioneer
1984,2,20,intelligent,scholar
1984,2,21,friendly,king
1984,2,22,adventurous,delegate
1984,2,23,creative,commander
1984,2,24,empathetic,king
1984,2,25,organized,explorer
1984,2,26,charismatic,commander
1984,2,27,adventurous,monk
1984,2,28,resilient,king
1984,2,29,intelligent,commander
1984,3,1,intelligent,artist
1984,3,2,intelligent,commander
1984,3,3,outgoing,king
1984,3,4,empathetic,scholar
1984,3,5,outgoing,pioneer
1984,3,6,outgoing,artist
1984,3,7,analytical,king
1984,3,8,analytical,philosopher
1984,3,9,charismatic,philosopher
1984,3,10,empathetic,king
1984,3,11,intelligent,explorer
1984,3,12,organized,king
1984,3,13,intelligent,warrior
1984,3,14,adventurous,commander
1984,3,15,charismatic,philosopher
1984,3,16,empathetic,commander
1984,3,17,intelligent,commander
1984,3,18,organized,commander
1984,3,19,creative,delegate
1984,3,20,resilient,monk
1984,3,21,organized,king
1984,3,22,intelligent,scholar
1984,3,23,empathetic,delegate
1984,3,24,analytical,monk
1984,3,25,charismatic,scholar
1984,3,26,outgoing,scholar
1984,3,27,friendly,monk
1984,3,28,empathetic,king
1984,3,29,outgoing,commander
1984,3,30,friendly,pioneer
1984,3,31,outgoing,monk
1984,4,1,empathetic,pioneer
1984,4,2,organized,scholar
1984,4,3,outgoing,explorer
1984,4,4,friendly,commander
1984,4,5,adventurous,artist
1984,4,6,friendly,monk
1984,4,7,charismatic,explorer
1984,4,8,adventurous,delegate
1984,4,9,charismatic,commander
1984,4,10,creative,artist
1984,4,11,friendly,philosopher
1984,4,12,organized,commander
1984,4,13,organized,king
1984,4,14,creative,delegate
1984,4,15,organized,scholar
1984,4,16,intelligent,monk
1984,4,17,adventurous,scholar
1984,4,18,outgoing,pioneer
1984,4,19,outgoing,artist
1984,4,20,intelligent,monk
1984,4,21,outgoing,philosopher
1984,4,22,charismatic,pioneer
1984,4,23,analytical,pioneer
1984,4,24,friendly,explorer
1984,4,25,charismatic,philosopher
1984,4,26,resilient,philosopher
1984,4,27,empathetic,pioneer
1984,4,28,friendly,delegate
1984,4,29,charismatic,delegate
1984,4,30,resilient,pioneer
1984,5,1,analytical,artist
1984,5,2,adventurous,warrior
1984,5,3,adventurous,philosopher
1984,5,4,analytical,monk
1984,5,5,empathetic,king
1984,5,6,adventurous,commander
1984,5,7,adventurous,commander
1984,5,8,resilient,warrior
1984,5,9,outgoing,philosopher
1984,5,10,friendly,monk
1984,5,11,organized,artist
1984,5,12,organized,pioneer
1984,5,13,resilient,philosopher
1984,5,14,outgoing,warrior
1984,5,15,organized,king
1984,5,16,friendly,explorer
1984,5,17,charismatic,warrior
1984,5,18,analytical,warrior
1984,5,19,creative,monk
1984,5,20,intelligent,commander
1984,5,21,adventurous,delegate
1984,5,22,outgoing,artist
1984,5,23,creative,delegate
1984,5,24,resilient,monk
1984,5,25,friendly,scholar
1984,5,26,resilient,philosopher
1984,5,27,charismatic,philosopher
1984,5,28,outgoing,artist
1984,5,29,intelligent,monk
1984,5,30,outgoing,pioneer
1984,5,31,creative,scholar
1984,6,1,creative,explorer
1984,6,2,charismatic,delegate
1984,6,3,charismatic,commander
1984,6,4,organized,commander
1984,6,5,outgoing,warrior
1984,6,6,analytical,king
1984,6,7,resilient,scholar
1984,6,8,friendly,artist
1984,6,9,intelligent,scholar
1984,6,10,intelligent,monk
1984,6,11,analytical,pioneer
1984,6,12,charismatic,warrior
1984,6,13,analytical,philosopher
1984,6,14,charismatic,delegate
1984,6,15,analytical,delegate
1984,6,16,creative,explorer
1984,6,17,creative,pioneer
1984,6,18,organized,king
1984,6,19,organized,artist
1984,6,20,charismatic,warrior
1984,6,21,empathetic,delegate
1984,6,22,empathetic,explorer
1984,6,23,outgoing,artist
1984,6,24,resilient,commander
1984,6,25,adventurous,king
1984,6,26,analytical,explorer
1984,6,27,friendly,explorer
1984,6,28,friendly,delegate
1984,6,29,resilient,monk
1984,6,30,friendly,warrior
1984,7,1,charismatic,artist
1984,7,2,outgoing,monk
1984,7,3,intelligent,monk
1984,7,4,friendly,commander
1984,7,5,outgoing,scholar
1984,7,6,adventurous,king
1984,7,7,intelligent,warrior
1984,7,8,organized,pioneer
1984,7,9,organized,warrior
1984,7,10,empathetic,scholar
1984,7,11,outgoing,scholar
1984,7,12,empathetic,delegate
1984,7,13,organized,explorer
1984,7,14,friendly,pioneer
1984,7,15,adventurous,philosopher
1984,7,16,intelligent,philosopher
1984,7,17,friendly,philosopher
1984,7,18,organized,scholar
1984,7,19,friendly,scholar
1984,7,20,creative,explorer
1984,7,21,charismatic,artist
1984,7,22,analytical,scholar
1984,7,23,organized,philosopher
1984,7,24,organized,delegate
1984,7,25,outgoing,monk
1984,7,26,friendly,delegate
1984,7,27,empathetic,commander
1984,7,28,empathetic,explorer
1984,7,29,outgoing,king
1984,7,30,organized,delegate
1984,7,31,analytical,monk
1984,8,1,creative,king
1984,8,2,outgoing,explorer
1984,8,3,analytical,commander
1984,8,4,organized,explorer
1984,8,5,intelligent,king
1984,8,6,adventurous,commander
1984,8,7,friendly,commander
1984,8,8,empathetic,monk
1984,8,9,outgoing,warrior
1984,8,10,empathetic,monk
1984,8,11,adventurous,scholar
1984,8,12,outgoing,philosopher
1984,8,13,adventurous,commander
1984,8,14,friendly,philosopher
1984,8,15,organized,artist
1984,8,16,analytical,artist
1984,8,17,creative,philosopher
1984,8,18,adventurous,scholar
1984,8,19,creative,explorer
1984,8,20,adventurous,delegate
1984,8,21,analytical,artist
1984,8,22,resilient,king
1984,8,23,empathetic,delegate
1984,8,24,organized,philosopher
1984,8,25,resilient,warrior
1984,8,26,charismatic,commander
1984,8,27,analytical,delegate
1984,8,28,charismatic,delegate
1984,8,29,analytical,explorer
1984,8,30,resilient,philosopher
1984,8,31,creative,monk
1984,9,1,charismatic,king
1984,9,2,analytical,king
1984,9,3,organized,warrior
1984,9,4,friendly,commander
1984,9,5,outgoing,philosopher
1984,9,6,organized,commander
1984,9,7,friendly,monk
1984,9,8,charismatic,monk
1984,9,9,outgoing,king
1984,9,10,creative,commander
1984,9,11,intelligent,commander
1984,9,12,charismatic,commander
1984,9,13,creative,philosopher
1984,9,14,intelligent,pioneer
1984,9,15,adventurous,delegate
1984,9,16,analytical,scholar
1984,9,17,creative,artist
1984,9,18,friendly,warrior
1984,9,19,empathetic,monk
1984,9,20,resilient,artist
1984,9,21,charismatic,explorer
1984,9,22,resilient,philosopher
1984,9,23,friendly,philosopher
1984,9,24,charismatic,king
1984,9,25,outgoing,warrior
1984,9,26,empathetic,artist
1984,9,27,adventurous,pioneer
1984,9,28,empathetic,delegate
1984,9,29,charismatic,pioneer
1984,9,30,empathetic,pioneer
